305,2008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
305,2009,0.14885,0.034448,0.44089,0.0074612,NaN,NaN,0.14904,0.10435,0.40858,0.033302,NaN,NaN,0.00053963,0.0027355,0.37094,0.003853,NaN,NaN,0.016394,0.020594,0.37075,0.0039266,NaN,NaN,0.18359,0.054094,0.37786,0.0049966,NaN,NaN,0.3107,0.026127,0.38415,0.0039625,NaN,NaN,0.48538,0.1383,0.4537,0.081713,NaN,NaN,0.71649,0.10088,0.63208,0.096044,NaN,NaN,0.49322,0.073626,0.50241,0.025247,NaN,NaN,0.054264,0.087722,0.2822,0.11886,1.501e-05,0.00040914,0.15225,0.031435,NaN,NaN,0,0,0.1073,0.013187,NaN,NaN,0.098894,0.094218,0.40675,0.034806,NaN,NaN,0.16978,0.12767,0.37757,0.0070337,NaN,NaN,0.5668,0.15216,0.53054,0.10612,NaN,NaN,0.018265,0.056963,0.18129,0.10313,NaN,NaN,0.14489,0.027219,0.44271,0.0044976,NaN,NaN
305,2010,0.029685,0.044724,0.26923,0.073272,NaN,NaN,0.13658,0.10484,0.34807,0.027452,NaN,NaN,0,0,0.067072,0.067455,NaN,NaN,0,0,0.039674,0.0080648,NaN,NaN,0,0,0.043854,0.0087351,NaN,NaN,0,0,0.065453,0.010592,NaN,NaN,0.00086741,0.004161,0.14592,0.075517,NaN,NaN,0.17001,0.14973,0.47016,0.14844,NaN,NaN,0.29558,0.13838,0.43497,0.05483,NaN,NaN,0.0017412,0.0065179,0.16218,0.057347,0.063794,0.090132,0.21681,0.090071,NaN,NaN,0.00019184,0.0025049,0.10301,0.013867,NaN,NaN,0.054564,0.087539,0.22671,0.13264,NaN,NaN,0,0,0.049825,0.01467,NaN,NaN,0.15551,0.16842,0.35163,0.17724,NaN,NaN,0.022127,0.060257,0.1613,0.077756,NaN,NaN,0.0044235,0.019794,0.30712,0.028117,NaN,NaN
305,2011,0.070017,0.11286,0.21941,0.11005,NaN,NaN,0.34811,0.04525,0.3655,0.013193,NaN,NaN,0.27931,0.026133,0.32253,0.0079339,NaN,NaN,0.29386,0.024064,0.32639,0.0077256,NaN,NaN,0.33525,0.012547,0.35002,0.0074239,NaN,NaN,0.35827,0.02148,0.3622,0.0079219,NaN,NaN,0.45133,0.028062,0.39444,0.01179,NaN,NaN,0.52548,0.055834,0.47246,0.1051,NaN,NaN,0.52929,0.17976,0.53114,0.11435,NaN,NaN,0.08822,0.063917,0.28303,0.058181,0.01466,0.03146,0.11057,0.018145,NaN,NaN,0.00056357,0.0028718,0.10944,0.016334,NaN,NaN,0.23129,0.13847,0.30185,0.088934,NaN,NaN,0.32891,0.033767,0.34605,0.016953,NaN,NaN,0.50226,0.11508,0.46605,0.10589,NaN,NaN,0.034874,0.056517,0.16839,0.089634,NaN,NaN,0.011152,0.032779,0.21575,0.031421,NaN,NaN
306,1998,NaN,NaN,0.1277,0.1035,0.059459,0.047456,NaN,NaN,0.28145,0.02897,0.12173,0.024428,NaN,NaN,0.22222,0.020755,0.083435,0.0068699,NaN,NaN,0.18378,0.0059703,0.064603,0.0043698,NaN,NaN,0.2006,0.0048371,0.060811,0.0018457,NaN,NaN,0.21901,0.015605,0.063819,0.002544,NaN,NaN,0.27593,0.0206,0.086713,0.014066,NaN,NaN,0.39363,0.020563,0.16274,0.012526,NaN,NaN,0.43057,0.011622,0.17997,0.0067531,NaN,NaN,0.22424,0.11176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.20967,0.089229,0.087672,0.040135,NaN,NaN,0.20115,0.017812,0.063153,0.0035252,NaN,NaN,0.36647,0.068154,0.14305,0.042027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,1999,NaN,NaN,0.16516,0.021138,0.059572,0.01493,NaN,NaN,0.13014,0.0044866,0.037117,0.0019696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.16922,0.0031479,0.04009,0.0012279,NaN,NaN,0.18186,0.0057584,0.04112,0.0024397,NaN,NaN,0.21814,0.034379,0.062249,0.028005,NaN,NaN,0.30798,0.03538,0.1506,0.05158,NaN,NaN,0.3685,0.025484,0.21455,0.047114,NaN,NaN,0.45824,0.053308,0.25243,0.024089,NaN,NaN,NaN,NaN,NaN,NaN,0.0046966,0.0087062,0.00017437,0.00095698,NaN,NaN,0,0,0,0,NaN,NaN,0.15058,0.020276,0.044814,0.01383,NaN,NaN,0.19024,0.029448,0.048132,0.019536,NaN,NaN,0.37852,0.073363,0.2061,0.059773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.13813,0.0064324,0.040325,0.0038922
306,2000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
306,2001,NaN,NaN,0.27964,0.14904,0.12472,0.072846,NaN,NaN,0.33755,0.022787,0.1236,0.016429,NaN,NaN,0.29193,0.0078872,0.090759,0.0055362,NaN,NaN,0.27821,0.0038611,0.079337,0.0026237,NaN,NaN,0.26612,0.0056651,0.071325,0.0026477,NaN,NaN,0.26647,0.022657,0.075065,0.017152,NaN,NaN,0.34002,0.03326,0.12258,0.025072,NaN,NaN,0.52688,0.073155,0.21273,0.028372,NaN,NaN,0.42286,0.063974,0.13423,0.022867,NaN,NaN,0.10629,0.044398,NaN,NaN,0.027561,0.017401,0.0043592,0.016069,NaN,NaN,0.055403,0.051068,0.037725,0.050006,NaN,NaN,0.30671,0.075539,0.11084,0.039289,NaN,NaN,0.27041,0.014958,0.075379,0.010784,NaN,NaN,0.43111,0.097046,0.15718,0.047689,NaN,NaN,0.063179,0.051838,0.016709,0.035016,NaN,NaN,0.23026,0.16279,0.10989,0.08591
306,2002,NaN,NaN,0.072471,0.10719,0.063825,0.073062,NaN,NaN,0.33895,0.015977,0.14604,0.030629,NaN,NaN,0.31751,0.002532,0.11351,0.0035743,NaN,NaN,0.3179,0.0024768,0.10915,0.001778,NaN,NaN,0.31132,0.0039204,0.1028,0.0022343,NaN,NaN,0.30861,0.0023563,0.097908,0.0022511,NaN,NaN,0.37395,0.034945,0.17838,0.065614,NaN,NaN,0.43421,0.03869,0.23022,0.038666,NaN,NaN,0.49586,0.072777,0.2223,0.049991,NaN,NaN,0.11417,0.094958,NaN,NaN,0.010688,0.011519,0,0,NaN,NaN,0.038672,0.087033,0.004238,0.016717,NaN,NaN,0.24217,0.13641,0.10744,0.056908,NaN,NaN,0.31265,0.0049444,0.10329,0.0051275,NaN,NaN,0.43458,0.071442,0.21048,0.057157,NaN,NaN,0.046662,0.08543,0.0082737,0.025883,NaN,NaN,0.0037975,0.0068019,0,0
306,2003,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0.010094,0.05876,0.02811,0.071059,NaN,NaN,0.35616,0.024,0.14667,0.034855,NaN,NaN,0.33644,0.014938,0.11539,0.0069696,NaN,NaN,0.43847,0.069163,0.16339,0.027914,NaN,NaN,0.5426,0.13247,0.22148,0.062852,NaN,NaN,0.57721,0.13808,0.23686,0.060039,NaN,NaN,0.10736,0.10342,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0,0,0,0,NaN,NaN,0.23007,0.16426,0.095038,0.068205,NaN,NaN,0.5191,0.13136,0.20704,0.061412,NaN,NaN,0.035916,0.078372,0.010762,0.030744,NaN,NaN,0,0,0,0
