Last updated in testsensors.m script on 07-May-2014
site_id, year, ts5, ts20, ts50, vwc5, vwc20, vwc50 
392,2006,1,1,1,1,1,1
392,2007,0,0,0,0,0,0
392,2008,0,0,0,0,0,0
392,2009,0,0,0,0,0,0
392,2010,0,0,0,0,0,0
392,2011,0,0,0,0,0,0
393,2003,0,0,0,0,0,0
393,2004,0,0,0,0,0,0
393,2005,0,0,0,0,0,0
393,2006,0,0,0,0,0,0
393,2007,0,0,0,0,0,0
393,2008,0,0,0,0,0,0
393,2009,0,0,0,0,0,0
393,2010,0,0,0,0,0,0
393,2011,0,0,0,0,0,0
396,2004,1,1,1,1,1,1
396,2005,0,1,0,0,0,0
396,2006,0,1,0,0,0,0
396,2007,0,0,0,0,0,0
396,2008,0,0,0,0,0,0
396,2009,0,0,0,0,0,0
396,2010,0,0,0,0,0,1
396,2011,0,0,0,0,0,0
399,2005,0,0,0,0,0,0
399,2006,0,0,0,0,0,0
399,2007,0,0,0,0,0,0
399,2008,1,0,0,0,0,0
399,2009,0,0,0,0,0,0
399,2010,0,0,0,0,0,0
399,2011,0,0,0,1,0,0
400,2004,1,1,1,1,1,1
400,2005,1,1,1,1,1,1
400,2006,0,0,0,0,0,0
400,2007,0,0,0,0,0,0
400,2008,0,0,0,0,0,0
400,2009,0,0,0,0,0,0
400,2010,0,0,0,0,0,0
400,2011,0,0,0,0,0,0
403,2010,0,0,0,1,1,1
403,2011,0,0,0,1,1,1
417,2005,0,0,0,0,0,0
417,2006,0,0,0,0,0,0
417,2007,0,0,0,0,0,0
417,2008,0,0,0,0,0,0
417,2009,0,0,0,0,0,0
417,2010,0,0,0,0,0,0
417,2011,0,0,0,0,0,0
424,2008,0,0,0,0,0,0
424,2009,0,0,0,0,0,0
424,2010,0,0,0,0,0,0
424,2011,0,0,0,0,0,0
430,2004,0,0,0,0,0,1
430,2005,1,1,1,1,1,1
430,2006,0,0,0,0,0,0
430,2007,0,0,0,0,0,0
430,2008,0,0,0,0,0,0
430,2009,0,0,0,0,0,0
430,2010,0,0,0,0,0,0
430,2011,0,0,0,0,0,0
432,2002,1,1,1,1,1,1
432,2003,0,0,0,0,0,0
432,2004,0,0,0,0,0,0
432,2005,0,0,0,0,0,0
432,2006,0,0,0,0,0,0
432,2007,0,0,0,0,0,0
432,2008,0,0,0,0,0,0
432,2009,0,0,0,0,0,0
432,2010,0,0,0,0,0,0
432,2011,0,0,0,0,0,0
435,2004,1,1,1,1,1,1
435,2005,1,1,1,1,1,1
435,2006,1,1,0,1,1,1
435,2007,1,1,0,1,1,1
435,2008,0,0,0,0,0,0
435,2009,0,0,0,0,0,0
435,2010,0,0,0,0,0,0
435,2011,0,0,0,0,0,0
443,2004,0,0,0,0,0,0
443,2005,0,0,0,0,0,0
443,2006,0,0,0,0,0,0
443,2007,0,0,0,0,0,0
443,2008,0,0,0,0,0,0
443,2009,0,0,0,0,0,0
443,2010,0,0,0,0,0,0
443,2011,0,0,0,0,0,0
444,2003,1,1,1,1,1,1
444,2004,0,0,0,0,0,0
444,2005,0,0,0,0,0,0
444,2006,0,0,0,0,0,0
444,2007,0,0,0,0,0,0
444,2008,0,0,0,0,0,0
444,2009,0,0,0,0,0,0
444,2010,0,0,0,0,0,0
444,2011,0,0,0,0,0,0
445,2005,0,1,1,0,1,1
445,2006,0,1,1,0,1,1
445,2007,0,0,0,0,0,0
445,2008,0,0,0,0,0,0
445,2009,0,0,0,0,0,0
445,2010,0,0,0,0,0,0
445,2011,0,0,0,0,0,0
448,2010,0,0,0,0,0,0
448,2011,0,0,0,0,0,0
452,2004,0,0,0,0,0,0
452,2005,0,0,0,0,0,0
452,2006,0,0,0,0,0,0
452,2007,0,0,0,0,0,0
452,2008,0,0,0,0,0,0
452,2009,0,0,0,0,0,0
452,2010,0,0,0,0,0,0
452,2011,0,0,0,0,0,0
453,2004,0,0,0,0,0,0
453,2005,0,0,0,0,0,0
453,2006,0,0,0,0,0,0
453,2007,0,0,0,0,0,0
453,2008,0,0,0,0,0,0
453,2009,0,0,0,0,0,0
453,2010,0,0,0,0,0,1
453,2011,0,0,0,0,0,1
454,2003,0,0,0,1,1,1
454,2004,0,0,0,0,0,0
454,2005,0,0,0,0,0,0
454,2006,1,0,0,0,0,0
454,2007,0,0,0,0,0,0
454,2008,0,0,0,0,0,0
454,2009,0,0,0,0,0,0
454,2010,0,0,0,0,0,0
454,2011,0,0,0,0,0,0
455,2003,1,1,1,1,1,1
455,2004,0,0,0,0,0,0
455,2005,0,0,0,0,0,0
455,2006,0,0,0,0,0,1
455,2007,0,0,0,0,0,0
455,2008,0,0,0,0,0,0
455,2009,0,0,0,0,0,0
455,2010,0,0,0,0,0,0
455,2011,0,0,0,0,0,0
457,2004,0,0,1,0,0,0
457,2005,0,0,0,0,0,0
457,2006,0,0,0,0,0,0
457,2007,0,0,0,0,0,0
457,2008,0,0,0,0,0,1
457,2009,0,0,0,0,0,1
457,2010,0,0,0,0,0,1
457,2011,0,0,0,0,0,1
461,2004,0,0,0,0,0,0
461,2005,0,0,0,0,0,0
461,2006,0,0,0,0,0,0
461,2007,0,0,0,0,0,0
461,2008,0,0,0,0,0,0
461,2009,0,0,0,0,0,0
461,2010,0,0,0,0,0,0
461,2011,0,0,0,0,0,0
474,2005,1,1,1,1,1,1
474,2006,1,1,1,1,1,1
474,2007,0,0,0,0,0,0
474,2008,0,0,0,0,0,0
474,2009,0,0,0,0,0,0
474,2010,0,0,0,0,0,0
474,2011,0,0,0,0,0,0
475,2003,0,0,0,0,0,0
475,2004,0,0,0,1,1,1
475,2005,1,1,1,1,1,1
475,2006,1,1,1,1,1,1
475,2007,0,0,0,0,0,0
475,2008,0,0,0,0,0,0
475,2009,0,0,0,0,0,0
475,2010,0,0,0,0,0,0
475,2011,0,0,0,0,0,0
476,2006,1,1,1,1,1,1
476,2007,0,0,0,0,0,0
476,2008,0,0,0,0,0,0
476,2009,0,0,0,0,0,0
476,2010,0,0,0,0,0,0
476,2011,0,0,0,0,0,0
481,2007,0,0,0,0,0,0
481,2008,0,0,0,0,0,0
481,2009,0,0,0,0,0,0
481,2010,0,0,0,0,0,0
481,2011,0,0,0,0,0,0
482,2001,0,0,0,0,0,0
482,2002,0,0,0,0,0,0
482,2003,0,0,0,0,0,0
482,2004,0,0,0,0,0,0
482,2005,0,0,0,0,0,0
482,2006,0,1,0,0,1,0
482,2007,0,0,0,0,0,0
482,2008,0,0,0,0,0,0
482,2009,0,0,0,0,0,0
482,2010,0,0,0,0,0,0
482,2011,0,0,0,0,0,0
484,2003,1,1,1,1,1,1
484,2004,0,0,1,0,0,1
484,2005,0,0,1,0,0,1
484,2006,1,1,1,1,1,1
484,2007,1,1,1,1,1,1
484,2008,0,0,0,1,0,0
484,2009,0,0,0,1,1,0
484,2010,0,0,0,1,1,0
484,2011,0,0,0,1,1,0
485,2011,0,0,0,0,0,0
490,2011,0,0,0,0,0,0
493,2005,0,1,0,0,0,1
493,2006,0,0,0,0,0,0
493,2007,0,0,0,0,0,0
493,2008,0,0,0,0,0,0
493,2009,0,0,0,0,0,0
493,2010,0,0,0,0,0,0
495,2003,1,1,1,1,1,1
495,2004,0,1,1,0,1,1
495,2005,0,0,0,0,0,0
495,2006,0,0,0,0,0,0
495,2007,0,0,0,0,0,0
495,2008,0,0,0,0,0,0
495,2009,0,0,0,0,0,0
495,2010,0,0,0,0,0,0
495,2011,0,0,0,0,0,1
498,2005,0,0,0,0,0,0
498,2006,0,1,1,1,1,1
498,2007,0,0,0,0,0,0
498,2008,0,0,0,0,0,0
498,2009,0,0,0,0,0,0
498,2010,0,0,0,0,0,0
498,2011,0,0,0,0,0,0
503,2004,1,0,1,1,0,1
503,2005,1,0,1,1,0,1
503,2006,1,0,1,1,0,1
503,2007,0,0,0,0,0,0
503,2008,0,0,0,0,0,0
503,2009,0,0,0,0,0,0
503,2010,0,0,0,0,0,0
503,2011,0,0,0,0,0,0
505,2009,1,1,1,1,1,1
505,2010,0,0,0,0,0,0
505,2011,0,0,0,0,0,0
514,2006,0,0,0,0,0,0
514,2007,0,0,0,0,0,0
514,2008,0,0,0,0,0,0
514,2009,0,0,0,0,0,0
514,2010,0,0,0,0,0,0
514,2011,0,0,0,0,0,0
517,2006,0,0,0,0,0,0
517,2007,0,0,0,0,0,0
517,2008,0,0,0,0,0,0
517,2009,0,0,0,0,0,0
517,2010,1,1,1,1,1,1
517,2011,0,0,0,0,0,0
521,2003,0,0,0,0,0,0
521,2004,0,0,0,0,0,0
521,2005,0,0,0,0,0,0
521,2006,0,1,0,0,1,0
521,2007,0,1,0,0,1,0
521,2008,0,0,0,0,0,0
521,2009,0,0,0,0,0,0
521,2010,0,0,0,0,0,0
521,2011,0,0,0,0,0,0
522,2006,0,0,0,0,0,0
522,2007,0,0,0,0,0,0
522,2008,0,0,0,0,0,0
522,2009,0,0,0,0,0,0
522,2010,0,0,0,0,0,0
522,2011,0,0,0,0,0,0
524,2005,0,0,0,0,0,1
524,2006,0,0,0,0,0,1
524,2007,0,0,0,0,0,1
524,2008,0,0,0,0,0,1
524,2009,0,0,0,0,0,0
524,2010,0,0,0,0,0,0
524,2011,0,0,0,0,0,0
527,2004,0,0,0,0,0,0
527,2005,0,0,0,0,0,0
527,2006,0,0,0,0,0,0
527,2007,0,0,0,0,0,0
527,2008,0,0,0,0,0,0
527,2009,0,0,0,0,0,0
527,2010,0,0,0,0,0,0
527,2011,0,0,0,0,0,0
528,2006,0,0,0,1,1,1
528,2007,0,0,0,1,1,1
528,2008,0,0,0,1,1,1
528,2009,0,0,0,1,1,1
528,2010,0,0,0,1,1,1
528,2011,0,0,0,1,1,1
531,2006,0,0,0,0,0,0
531,2007,0,0,0,0,0,0
531,2008,0,0,0,0,0,0
531,2009,0,0,0,0,0,0
531,2010,0,0,0,0,0,0
531,2011,0,0,0,0,0,0
533,2004,0,0,0,0,0,0
533,2005,0,0,0,0,0,0
533,2006,1,1,1,1,1,1
533,2007,0,0,0,0,0,0
533,2008,0,0,0,0,0,0
533,2009,0,0,0,0,0,0
533,2010,0,0,0,0,0,0
533,2011,0,0,0,0,0,0
537,2004,1,1,1,1,1,1
537,2005,0,1,0,0,0,0
537,2006,0,0,0,1,0,0
537,2007,0,0,0,1,0,0
537,2008,0,0,0,1,0,0
537,2009,0,0,0,1,0,0
537,2010,0,0,0,1,0,0
537,2011,0,0,0,1,0,0
543,2005,1,1,1,1,1,1
543,2006,1,1,1,1,1,1
543,2007,0,0,0,0,0,0
543,2008,0,0,0,0,0,0
543,2009,0,0,0,0,0,0
543,2010,0,0,0,0,0,0
543,2011,0,0,0,0,0,0
548,2006,0,0,0,0,0,0
548,2007,0,0,0,0,0,0
548,2008,0,0,0,0,0,0
548,2009,0,0,0,0,0,0
548,2010,0,0,0,0,0,0
548,2011,0,0,0,0,0,0
549,2006,0,0,0,1,0,0
549,2007,0,0,0,0,0,0
549,2008,0,0,0,0,0,0
549,2009,0,0,0,0,0,0
549,2010,0,0,0,0,0,0
549,2011,0,0,0,0,0,0
550,1998,0,0,0,1,1,1
550,1999,0,0,0,1,1,1
550,2000,0,0,0,1,1,1
550,2001,0,0,0,1,1,1
550,2002,0,0,0,1,1,1
550,2003,0,0,0,1,1,1
550,2004,0,0,0,1,1,1
550,2005,0,0,0,1,1,1
550,2006,0,0,0,1,1,1
550,2007,0,0,0,0,0,0
550,2008,0,0,0,0,0,0
550,2009,0,0,0,0,0,0
550,2010,0,0,0,0,0,0
550,2011,0,0,0,0,0,0
557,2004,0,0,0,1,1,1
557,2005,0,0,0,0,0,0
557,2006,0,0,0,0,0,0
557,2007,0,0,0,0,0,0
557,2008,0,0,0,0,0,0
557,2009,0,0,0,0,0,0
557,2010,0,0,0,0,0,0
557,2011,0,0,0,0,0,0
559,2003,0,0,0,0,0,0
559,2004,0,0,0,0,0,0
559,2005,0,0,0,0,0,0
559,2006,0,0,0,0,0,0
559,2007,0,0,0,0,0,0
559,2008,0,0,0,0,0,0
559,2009,0,0,0,1,1,0
559,2010,0,0,0,0,1,0
559,2011,0,0,0,0,1,0
561,2003,0,0,0,0,0,0
561,2004,0,0,0,0,0,0
561,2005,0,0,0,0,0,0
561,2006,1,1,1,1,1,1
561,2007,0,1,0,0,1,0
561,2008,0,0,0,0,0,0
561,2009,0,0,0,0,0,0
561,2010,0,0,0,0,0,0
561,2011,1,1,1,1,1,1
566,2003,1,1,1,1,1,1
566,2004,0,0,0,1,1,1
566,2005,0,0,0,1,1,1
566,2006,0,0,0,1,1,1
566,2007,0,0,0,0,0,0
566,2008,0,0,0,0,0,0
566,2009,0,0,0,0,0,0
566,2010,0,0,0,0,0,0
566,2011,0,0,0,1,1,1
567,2006,1,1,1,1,1,1
567,2007,0,0,0,1,0,0
567,2008,0,0,0,1,0,0
567,2009,0,0,0,1,0,0
567,2010,0,1,0,1,1,1
567,2011,0,1,0,1,1,1
568,2010,0,0,0,0,0,0
568,2011,0,0,0,0,0,0
569,2004,1,1,1,1,1,1
569,2005,0,0,0,0,0,0
569,2006,1,1,1,1,1,1
569,2007,0,0,0,0,0,0
569,2008,0,0,0,0,0,0
569,2009,0,0,0,0,0,0
569,2010,0,0,0,0,0,0
569,2011,0,0,0,0,0,0
570,2005,0,0,0,0,0,0
570,2006,0,0,0,0,0,0
570,2007,0,0,0,0,0,0
570,2008,0,0,0,0,0,0
570,2009,0,0,0,0,0,0
570,2010,0,0,0,0,0,0
570,2011,0,0,0,0,0,0
571,2002,1,1,1,1,1,1
571,2003,0,0,0,0,0,1
571,2004,0,0,1,0,0,1
571,2005,0,0,1,1,1,1
571,2006,0,0,0,0,0,0
571,2007,0,0,0,0,0,0
571,2008,0,0,0,0,0,0
571,2009,0,0,0,0,0,0
571,2010,0,0,0,0,0,0
571,2011,0,0,0,0,0,0
572,2003,0,0,0,0,0,0
572,2004,0,0,0,0,0,0
572,2005,0,0,0,0,0,0
572,2006,0,0,0,0,0,0
572,2007,0,0,0,0,0,0
572,2008,0,0,0,0,0,1
572,2009,0,0,0,0,0,1
572,2010,0,0,0,0,0,1
572,2011,0,0,0,0,0,1
573,2004,1,1,1,1,1,1
573,2005,0,0,0,1,1,1
573,2006,0,0,0,0,1,0
573,2007,0,0,0,0,1,0
573,2008,0,0,0,0,1,0
573,2009,0,0,0,0,1,0
573,2010,0,0,0,0,1,0
573,2011,0,0,0,0,1,0
577,2005,0,0,0,0,0,0
577,2006,0,0,0,0,0,0
577,2007,0,0,0,0,0,0
577,2008,0,0,0,0,0,0
577,2009,0,0,0,0,0,0
577,2010,0,0,0,0,0,0
577,2011,0,0,0,0,0,0
578,2009,0,0,0,0,0,1
578,2010,0,0,0,0,0,1
578,2011,0,0,0,0,0,1
579,2003,0,0,0,0,0,0
579,2004,0,0,0,0,0,0
579,2005,0,0,0,0,0,0
579,2006,0,0,0,0,0,0
579,2007,0,0,0,0,0,0
579,2008,0,0,0,1,0,0
579,2009,0,0,0,0,0,0
579,2010,0,0,0,0,0,0
579,2011,0,0,0,0,0,0
580,2003,1,1,1,1,1,1
580,2004,1,1,1,1,1,1
580,2005,1,1,1,1,1,1
580,2006,1,1,1,1,1,1
580,2008,1,1,1,1,1,1
580,2009,0,0,0,0,0,0
580,2010,0,0,0,0,0,0
580,2011,0,0,0,0,0,0
582,2004,0,0,0,0,0,0
582,2005,1,1,1,1,1,1
582,2006,0,0,1,0,0,1
582,2007,0,0,1,0,0,1
582,2008,0,0,0,1,1,0
582,2009,1,1,0,1,1,0
582,2010,1,0,0,1,0,0
582,2011,1,1,1,1,1,1
583,2003,0,0,0,1,0,0
583,2004,0,0,0,0,0,0
583,2005,0,0,0,0,1,0
583,2006,0,0,0,0,1,0
583,2007,0,0,0,0,1,0
583,2008,0,1,0,0,1,0
583,2009,0,0,0,0,1,1
583,2010,0,0,0,0,0,0
583,2011,0,0,0,0,0,0
586,2011,0,0,0,0,1,1
589,2004,0,0,0,0,0,1
589,2005,0,0,0,0,0,1
589,2006,0,0,0,0,0,0
589,2007,0,0,0,0,0,0
589,2008,0,0,0,0,0,0
589,2009,0,0,0,0,0,0
589,2010,0,0,0,0,0,0
589,2011,0,0,0,0,0,0
592,2006,0,0,0,0,0,0
592,2007,0,0,0,0,0,0
592,2008,0,0,0,0,1,0
592,2009,0,0,0,0,0,0
592,2010,0,0,0,0,0,0
592,2011,0,0,0,0,0,0
593,2005,0,0,0,0,0,0
593,2006,0,0,0,0,0,0
593,2007,0,0,0,0,0,0
593,2008,0,0,0,0,0,0
593,2009,0,0,0,0,0,0
593,2010,0,0,0,0,0,0
593,2011,0,0,0,0,0,0
594,2007,0,0,0,0,0,0
594,2008,0,0,0,0,0,0
594,2009,0,0,0,1,0,0
594,2010,0,0,0,0,0,0
594,2011,0,0,0,0,0,0
596,2005,1,1,1,1,1,1
596,2006,1,1,1,1,1,1
596,2007,0,0,0,0,0,0
596,2008,0,0,0,0,0,0
596,2009,0,0,0,0,0,0
596,2010,0,0,0,0,0,0
596,2011,0,0,0,0,0,0
607,2003,1,1,1,1,1,1
607,2004,1,1,1,1,0,0
607,2005,1,1,1,0,0,0
607,2006,1,1,1,0,0,0
607,2007,0,0,0,0,0,0
607,2008,0,0,0,0,0,0
607,2009,0,0,0,0,0,0
607,2010,0,0,0,0,0,0
607,2011,0,0,0,0,0,0
610,2005,0,0,0,0,0,0
610,2006,0,0,0,0,0,0
610,2007,0,0,0,0,0,0
610,2008,0,0,0,0,0,0
610,2009,0,0,0,0,0,0
610,2010,0,0,0,0,0,0
610,2011,0,0,0,0,0,0
612,2004,1,1,1,1,1,1
612,2005,1,1,1,1,1,1
612,2006,1,1,1,1,1,1
612,2007,1,1,1,0,1,0
612,2008,0,0,0,0,0,0
612,2009,0,0,0,0,0,0
612,2010,0,0,0,0,0,0
612,2011,0,0,0,0,0,0
613,2001,0,0,0,0,0,0
613,2002,0,0,0,0,0,0
613,2003,0,0,0,0,0,0
613,2004,0,0,0,0,0,0
613,2005,0,0,0,0,0,0
613,2006,1,1,1,0,1,0
613,2007,0,0,0,0,0,0
613,2008,0,1,0,0,1,0
613,2009,0,0,0,0,0,0
613,2010,0,0,0,0,0,0
613,2011,0,0,0,0,0,0
615,2004,0,0,0,0,0,0
615,2005,0,0,0,0,0,0
615,2006,0,0,0,0,0,0
615,2007,0,0,0,0,0,0
615,2008,0,0,0,0,0,0
615,2009,0,0,0,0,0,0
615,2010,0,0,0,0,0,0
615,2011,0,0,0,0,0,0
621,2004,0,0,0,0,0,1
621,2005,0,0,0,0,0,1
621,2006,0,0,0,0,0,1
621,2007,0,0,0,0,0,1
621,2008,0,0,0,0,0,1
621,2009,0,0,0,0,0,1
621,2010,0,0,0,0,0,1
621,2011,0,0,0,1,1,1
623,2008,0,0,0,0,0,0
623,2009,0,0,0,0,0,0
623,2010,0,0,0,0,0,0
623,2011,0,0,0,0,0,0
626,2003,0,0,0,0,0,0
626,2004,0,0,0,0,0,0
626,2005,0,0,0,0,0,0
626,2006,0,0,0,0,0,0
626,2007,0,0,0,0,0,0
626,2008,0,0,0,0,0,0
626,2009,0,0,0,0,0,0
626,2010,0,0,0,0,0,0
626,2011,0,1,0,0,1,0
628,2005,0,0,0,1,1,1
628,2006,1,1,1,1,1,1
628,2007,0,0,0,0,0,0
628,2008,0,0,0,0,0,0
628,2009,0,0,0,0,0,0
628,2010,0,0,0,0,0,0
628,2011,0,0,0,0,0,0
631,2003,0,0,0,0,0,0
631,2004,0,0,0,0,0,0
631,2005,0,0,0,0,0,0
631,2006,1,1,1,1,1,1
631,2007,0,0,0,0,0,0
631,2008,0,0,0,0,0,0
631,2009,0,0,0,0,0,0
631,2010,0,0,0,0,0,0
631,2011,0,0,0,0,0,0
634,2004,0,0,0,0,0,0
634,2005,0,0,0,0,0,0
634,2006,0,0,0,0,0,0
634,2007,0,0,0,0,0,0
634,2008,0,0,0,0,0,0
634,2009,0,0,0,0,0,0
634,2010,0,0,0,0,0,0
