start_date,end_date,"station id",lat,lon,elev
2004/09/10,2100/01/01,1059,38.16,-106.6,10020
1979/10/01,2100/01/01,431,37.02,-106.45,10040
1978/10/01,2100/01/01,629,37.85,-107.73,10040
2000/06/26,2100/01/01,983,37.97,-111.83,10049
1979/10/01,2100/01/01,731,41.46,-106.28,10050
1978/10/01,2100/01/01,525,42.87,-109.09,10100
2010/08/09,2100/01/01,1169,36.79,-105.24,10100
2007/09/07,2100/01/01,1101,39.26,-106.63,10110
1978/10/01,2100/01/01,551,40.53,-105.89,10120
1978/10/01,2100/01/01,668,41.33,-106.38,10130
2010/07/26,2100/01/01,1147,39.01,-114.31,10147
1979/10/01,2100/01/01,380,38.89,-106.95,10160
1998/08/10,2100/01/01,934,36.47,-105.19,10180
1979/10/01,2100/01/01,586,37.8,-107.92,10200
1978/10/01,2100/01/01,790,40.91,-110.5,10200
1978/10/01,2100/01/01,840,37.49,-106.84,10200
1978/10/01,2100/01/01,438,40.81,-105.77,10220
1979/10/01,2100/01/01,857,37.21,-105.12,10220
2009/09/15,2100/01/01,1117,40.84,-110.01,10223
1979/10/01,2100/01/01,367,41.36,-106.23,10240
2002/09/09,2100/01/01,1031,40.4,-105.96,10280
2002/10/01,2100/01/01,1034,33.4,-105.79,10280
1978/10/01,2100/01/01,838,40.03,-105.58,10300
1978/10/01,2100/01/01,842,39.62,-106.38,10300
1985/10/01,2100/01/01,717,40.11,-107.29,10340
1978/10/01,2100/01/01,339,38.3,-112.36,10349
1998/08/10,2100/01/01,939,39.03,-106.08,10360
1991/10/01,2100/01/01,547,39.29,-106.55,10400
1999/09/30,2100/01/01,970,39.76,-105.91,10400
1978/10/01,2100/01/01,566,40.6,-110.43,10415
1978/10/01,2100/01/01,430,37.21,-105.2,10500
1985/10/01,2100/01/01,632,37.75,-107.69,10500
1978/10/01,2100/01/01,825,40.54,-106.68,10500
2011/07/27,2100/01/01,1152,39.16,-114.61,10510
2009/08/07,2100/01/01,1120,39.86,-106.42,10520
2007/08/30,2100/01/01,1100,38.7,-106.37,10540
1978/10/01,2100/01/01,415,39.49,-106.17,10550
1979/10/01,2100/01/01,396,40.77,-110.01,10592
1978/10/01,2100/01/01,368,40.58,-110.59,10600
1979/10/01,2100/01/01,369,39.09,-106.54,10600
1979/10/01,2100/01/01,542,39.08,-106.61,10600
1978/10/01,2100/01/01,665,36.99,-105.26,10600
1998/08/10,2100/01/01,936,39.66,-105.59,10600
1998/08/10,2100/01/01,937,39.44,-105.91,10600
2009/08/26,2100/01/01,1141,38.99,-106.75,10640
2000/08/16,2100/01/01,1005,37.61,-105.37,10650
1985/10/01,2100/01/01,780,37.7,-107.78,10660
1978/10/01,2100/01/01,565,40.41,-105.82,10700
1984/10/01,2100/01/01,737,39.02,-107.05,10700
1979/10/01,2100/01/01,870,40.43,-105.73,10700
2004/10/01,2100/01/01,1060,37.5,-108.11,10720
2007/08/28,2100/01/01,1102,38.29,-105.85,10720
2010/10/01,2100/01/01,1160,37.52,-107.32,10740
1978/10/01,2100/01/01,701,38.49,-106.34,10760
1994/08/30,2100/01/01,904,37.44,-108.02,10785
1990/10/01,2100/01/01,773,37.97,-105.54,10800
1988/10/01,2100/01/01,829,37.35,-105.23,10860
1985/10/01,2100/01/01,345,39.76,-107.36,10880
1985/10/01,2100/01/01,843,37.49,-107.51,10880
1979/10/01,2100/01/01,481,40.72,-110.47,10940
1998/08/10,2100/01/01,935,39.57,-105.8,10960
2002/08/14,2100/01/01,1030,40.35,-106.38,10960
1978/10/01,2100/01/01,567,40.74,-110.62,10966
1979/10/01,2100/01/01,580,37.38,-106.55,11000
1985/10/01,2100/01/01,874,37.48,-106.8,11000
2010/08/09,2100/01/01,1168,36.58,-105.46,11057
1979/10/01,2100/01/01,505,39.65,-105.87,11100
1988/10/01,2100/01/01,854,35.78,-105.54,11120
2008/10/01,2100/01/01,1124,37.97,-106.56,11140
1998/08/10,2100/01/01,938,39.3,-106.11,11150
1980/10/01,2100/01/01,713,37.89,-107.71,11200
1985/10/01,2100/01/01,797,37.48,-107.63,11200
1979/10/01,2100/01/01,624,37.62,-107.03,11250
1978/10/01,2100/01/01,335,39.8,-105.78,11300
1979/10/01,2100/01/01,485,39.38,-106.2,11400
1979/10/01,2100/01/01,531,39.36,-106.06,11400
1991/10/01,2100/01/01,602,39.67,-105.9,11400
1979/10/01,2100/01/01,762,37.99,-107.2,11440
1996/10/01,2100/01/01,922,35.77,-105.78,11445
2004/08/02,2100/01/01,1057,38.88,-105.07,11460
2008/10/01,2100/01/01,1128,38.29,-106.37,11530
1979/10/01,2100/01/01,327,37.71,-107.51,11600
2004/09/10,2100/01/01,1058,37.47,-106.54,11620
